88897	67133
31998	88093
94787	49335
79619	66181
27483	38965
44948	17505
93169	69592
96507	37773
10890	28371
52411	31557
88360	54619
27393	18301
79895	44325
4416	26122
56574	51212
34697	78108
66201	61823
11159	66696
49229	77340
16305	90778
24636	76712
62656	77605
31731	17805
46177	59164
90721	58973
13592	98588
33241	95434
56111	40985
83459	13136
64349	76880
54988	40034
1857	99046
82094	37541
14881	13016
20147	31324
24388	47538
25144	44783
78940	87045
62561	56875
32200	41469
56409	69634
81420	45792
86778	89650
2787	53884
30764	70237
26623	83488
98886	2104
39645	28481
57849	80981
12305	54526
2064	94348
55483	53045
56442	43560
16787	34424
75893	19003
4990	48987
94780	48655
38305	2762
56646	97910
68147	57444
57284	87410
89514	11123
39604	56171
37152	45511
37	13805
8154	65809
18854	18454
78366	63637
14413	75297
10652	11506
60493	6659
55314	31994
51109	71625
69535	9971
67416	7755
11518	54035
65158	24700
80871	17384
62896	21114
51271	34375
16536	79285
14091	59425
39415	35391
27040	8810
20316	53828
60487	54044
2391	80809
68787	32153
42125	53500
77607	54674
8709	25893
66945	89125
22862	90219
27685	64169
98544	85758
81395	78957
38382	31433
83176	11839
20649	94149
47978	26568
80612	40965
38126	24817
73323	83003
52855	23265
77940	31800
57693	30463
35940	86649
93221	24638
5159	58802
60912	20906
99863	20056
51489	42308
70499	54598
48747	34665
61233	7500
48465	13077
37895	58197
57553	2943
42561	27570
59370	10408
57223	20501
23502	33415
74405	93164
51966	16723
37630	79565
99621	12879
71539	37493
8443	67462
2127	58390
65890	57191
70268	79712
37909	30707
50002	24515
52085	11814
38575	92563
13064	27807
61222	95798
88962	36567
53290	35628
15193	57281
70160	7272
61118	31166
98628	58051
16441	69561
26752	755
96819	82331
29390	13373
37888	51080
62895	79392
71956	6326
34133	1470
13620	85020
37939	95356
30984	2583
59864	7582
14854	62529
93695	46376
4427	75972
61886	8675
25782	37220
35903	88638
2011	22601
73681	65293
44685	56252
62578	52928
70750	32993
18014	96711
8419	84371
86954	55953
79887	55755
18284	63170
9546	94742
87066	28331
37006	30325
83897	48952
53943	62788
1741	19800
1445	72306
28558	75423
44703	46130
95476	7488
20552	15454
16177	13490
85795	28971
84727	19483
82653	65683
76777	19363
47695	8551
55228	63843
29148	1053
80194	39125
75277	99443
71749	81935
73710	76722
39204	16660
40500	18414
50220	34680
64522	61052
90024	66397
85880	50318
32353	74751
10466	84885
93436	25482
89325	58161
75567	65016
4141	34825
34268	55761
37696	79418
72492	22370
39030	11407
46173	11696
46377	95882
56935	96393
79142	27251
93921	46959
38062	81374
66259	26274
51756	48528
23042	76047
41063	57434
8611	98609
70722	45204
40974	42880
81602	8418
36177	29818
41514	36984
32866	98702
11447	4243
31495	89801
36760	90589
71963	25416
68043	74822
39703	54574
30621	36151
9937	62745
77706	71684
33240	18549
77781	48428
73198	90566
20384	59383
96367	25728
24430	78251
98846	45585
35387	35878
42819	30341
72110	88499
63322	31135
85709	56505
92656	19377
82122	16331
4367	18946
37495	59828
24608	53960
44526	31628
7363	97806
23534	81263
75866	20082
65667	47965
195	74712
21406	1054
89554	43014
74149	93516
50021	69228
88605	76211
92542	59029
77975	87079
63259	13261
67221	31822
63450	87867
85673	28100
25715	87165
7247	25560
73525	1581
76293	72915
90321	90072
33086	97699
7567	96227
65455	23588
99799	73940
49322	70412
73843	8693
21954	27297
75472	37102
41321	5528
49980	55274
42440	43347
68907	75695
77276	49687
38954	58784
48856	69921
83973	29276
25503	81942
21882	91540
81833	7311
94075	21681
46726	31155
74804	84271
37725	85033
90561	50276
5551	79047
22394	40541
32588	64343
30382	91301
50085	26216
96137	69337
14965	98941
97235	80110
88003	56820
80483	35470
57151	86188
17343	74559
58830	20230
5263	92147
58776	12907
91954	12176
52717	64327
45022	14348
22001	1657
27873	75404
44741	88438
87379	40362
20473	59706
32879	967
36437	24828
11016	13362
4273	9940
30170	44711
36858	79455
92363	51785
63961	95634
76313	84317
15018	33030
34687	21335
96740	37019
25458	78912
19275	57833
33892	29189
46508	56100
80928	66771
96485	99297
9238	8296
53007	759
80214	55760
7546	6217
18204	72577
73247	87859
20890	94517
32205	88265
41636	55577
34490	45297
19482	83446
12636	53765
26217	53374
36497	75496
74794	7145
31793	49335
50094	384
56144	84800
7369	30308
19238	80042
67902	25573
36443	92485
97102	88792
60721	68648
30297	38738
22185	11563
81680	49779
19506	51173
26669	7897
31394	72355
21690	17815
18199	63187
64339	88136
18445	90696
70738	71709
97282	54035
62872	54992
43784	33725
18725	59974
15064	20858
48773	49022
15154	53601
4774	46806
54703	51012
23367	47796
81963	2450
65637	61410
49546	163
90859	29977
18038	84343
54730	77949
32942	15320
65398	17602
93928	93078
30288	84123
33146	8993
78946	79062
25868	64652
15664	83721
47869	96923
99373	55383
33145	46184
46347	81363
27692	82692
83387	53558
47860	45730
77402	38118
72072	97154
90232	42800
26924	66001
91346	20521
15935	76422
57426	70292
70365	58155
71430	73090
44825	34586
80771	87156
68519	77971
77015	43470
13381	12563
74645	76754
14872	61241
58395	52047
94848	3297
69298	64979
1852	38124
30898	76996
47288	34139
92294	88324
77766	34006
68592	63725
50881	22591
16914	65715
9186	35752
48315	93929
70684	22567
160	22960
91359	1908
5205	74907
56238	2559
40683	90855
84203	58091
92230	87933
76257	31492
81850	877
80954	54023
76615	50442
16158	48187
83939	9881
