0	15
0	18
0	35
0	41
0	58
0	63
0	66
0	74
0	80
0	90
0	94
0	95
0	97
1	37
1	63
1	64
1	64
1	67
1	82
1	86
1	94
2	11
2	18
2	18
2	24
2	26
2	30
2	64
2	76
2	76
2	76
2	78
2	97
3	1
3	19
3	22
3	36
3	40
3	45
3	60
3	61
3	70
3	78
3	78
3	89
3	92
3	95
3	98
4	8
4	9
4	14
4	26
4	27
4	34
4	39
4	39
4	59
4	73
4	77
4	98
5	7
5	32
5	60
5	67
5	85
5	93
5	98
5	98
6	4
6	19
6	26
6	36
6	51
6	58
6	64
6	71
6	74
6	91
6	97
6	97
7	6
7	10
7	11
7	17
7	30
7	32
7	39
7	56
7	56
7	60
7	64
7	82
8	16
8	21
8	40
8	40
8	51
8	55
8	63
8	64
8	72
8	81
9	19
9	20
9	22
9	33
9	39
9	40
9	45
9	52
9	55
9	64
9	98
10	0
10	3
10	14
10	56
10	56
10	57
10	73
10	88
11	3
11	5
11	17
11	17
11	27
11	39
11	49
11	64
11	84
12	16
12	33
12	57
12	62
12	63
12	94
13	5
13	23
13	46
13	54
13	70
13	81
13	81
13	89
14	6
14	10
14	14
14	16
14	32
14	33
14	55
14	62
14	77
14	88
14	99
15	3
15	8
15	18
15	35
15	56
15	69
15	69
15	69
15	73
15	79
15	93
15	93
16	2
16	3
16	18
16	19
16	34
16	36
16	47
16	62
16	68
16	76
16	77
17	7
17	31
17	42
17	45
17	54
17	56
17	63
17	63
17	63
17	69
17	84
17	92
17	94
18	19
18	20
18	22
18	26
18	33
18	42
18	43
18	58
18	67
18	68
18	71
18	81
18	82
18	99
19	5
19	16
19	19
19	20
19	21
19	27
19	53
19	54
19	55
19	71
19	75
19	97
20	22
20	52
20	52
20	56
20	84
21	19
21	23
21	55
21	59
21	62
21	67
21	73
21	91
22	13
22	28
22	31
22	42
22	66
22	87
23	10
23	30
23	33
23	37
23	38
23	53
23	58
23	81
24	19
24	30
24	35
24	43
24	65
24	70
24	73
24	97
24	97
25	1
25	2
25	4
25	8
25	10
25	12
25	13
25	17
25	43
25	57
25	70
25	71
25	83
26	7
26	17
26	43
26	73
26	79
26	90
27	11
27	15
27	22
27	26
27	27
27	32
27	33
27	52
27	66
27	71
27	80
27	85
27	89
27	89
28	10
28	11
28	22
28	78
28	79
28	88
28	99
29	6
29	18
29	18
29	24
29	25
29	27
29	48
29	58
29	62
29	86
29	87
30	11
30	31
30	65
30	79
30	81
30	84
30	87
30	94
30	96
31	0
31	13
31	16
31	51
31	65
31	89
32	3
32	15
32	17
32	20
32	25
32	31
32	41
32	48
32	52
32	65
32	72
32	94
32	98
33	0
33	9
33	15
33	45
33	53
33	54
33	56
33	58
33	67
33	70
33	76
33	80
33	85
33	91
33	98
34	3
34	18
34	22
34	23
34	38
34	38
34	39
34	42
34	52
34	55
34	60
34	78
34	83
34	88
35	2
35	3
35	7
35	21
35	37
35	47
35	60
35	62
35	68
35	68
35	69
35	73
35	78
35	87
35	91
35	94
35	97
36	2
36	4
36	21
36	25
36	57
36	64
36	75
36	87
36	96
37	17
37	27
37	47
37	48
37	50
37	62
37	69
37	90
37	93
38	12
38	18
38	33
38	37
38	43
38	44
38	53
38	69
38	69
38	70
38	92
38	99
39	3
39	16
39	19
39	26
39	33
39	49
39	62
39	70
39	71
39	87
39	87
39	96
39	97
40	14
40	23
40	24
40	38
40	57
40	69
40	74
40	86
41	9
41	9
41	10
41	11
41	24
41	25
41	32
41	41
41	59
41	60
41	63
41	64
41	65
41	72
41	86
41	86
41	87
41	92
41	95
42	37
42	47
42	51
42	64
42	78
43	7
43	29
43	41
43	57
43	68
43	71
43	77
43	93
44	0
44	10
44	24
44	34
44	40
44	41
44	75
44	77
44	90
44	95
44	99
45	7
45	16
45	25
45	64
46	34
46	43
46	45
46	46
46	46
46	57
46	58
46	61
46	63
46	86
46	91
47	0
47	18
47	24
47	30
47	63
47	66
48	7
48	9
48	13
48	24
48	64
48	73
48	73
48	75
48	94
49	5
49	8
49	11
49	17
49	19
49	55
49	59
49	71
49	72
50	7
50	15
50	47
50	48
50	73
50	95
51	13
51	27
52	4
52	9
52	17
52	29
52	35
52	38
52	39
52	67
52	77
52	92
52	94
52	95
53	13
53	30
53	43
53	59
53	76
54	7
54	14
54	14
54	15
54	17
54	31
54	44
54	45
54	64
54	82
55	1
55	20
55	35
55	38
55	39
55	49
55	85
55	86
55	90
55	97
55	98
55	99
56	16
56	17
56	19
56	27
56	41
56	43
56	70
56	73
56	87
56	88
56	88
57	7
57	10
57	10
57	17
57	18
57	31
57	41
57	44
57	45
57	78
57	89
58	10
58	17
58	32
58	44
58	57
58	75
58	83
58	84
58	99
59	11
59	34
59	46
59	50
59	51
59	52
59	75
59	86
59	88
59	94
59	99
60	8
60	56
60	57
60	58
60	61
60	65
60	70
61	0
61	35
61	74
61	78
61	79
61	80
61	83
61	97
62	12
62	15
62	32
62	38
62	39
62	45
62	60
62	99
63	0
63	5
63	16
63	19
63	19
63	26
63	32
63	33
63	52
63	54
63	59
63	67
63	70
63	83
63	87
63	93
63	95
63	97
63	98
64	24
64	25
64	31
64	32
64	40
64	42
64	57
64	59
64	71
65	5
65	8
65	16
65	26
65	30
65	35
65	38
65	62
65	78
65	83
65	86
65	91
65	96
65	98
66	34
66	51
66	64
66	65
66	90
66	91
67	14
67	22
67	25
67	27
67	31
67	34
67	73
67	86
68	2
68	5
68	34
68	39
68	51
68	90
68	92
68	96
69	5
69	37
69	46
69	49
69	60
69	67
69	77
70	5
70	14
70	18
70	22
70	23
70	35
70	37
70	40
70	43
70	48
70	58
70	67
70	70
70	71
70	76
70	77
70	80
70	83
70	87
71	1
71	12
71	43
71	55
71	65
71	74
71	75
71	76
71	81
71	82
71	82
71	84
71	93
71	96
71	96
72	11
72	41
72	54
72	89
73	6
73	8
73	14
73	66
73	82
73	84
73	86
74	6
74	16
74	22
74	23
74	27
74	37
74	54
74	65
74	76
74	77
74	96
75	8
75	12
75	27
75	40
75	45
75	52
75	58
75	62
75	82
75	87
76	0
76	7
76	26
76	35
76	40
76	43
76	52
76	59
76	60
76	68
76	97
77	8
77	11
77	13
77	25
77	31
77	31
77	31
77	36
77	50
77	56
77	57
